groupe,code_h,ligne,valeurs
Charge,2.8.,LINGE ET BLANCHISSAGE,"{'Réel Jan 2022': '292 €', 'Réel Feb 2022': '239 €', 'Réel Mar 2022': '747 €', 'Réel Apr 2022': '274 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '432 €', 'Réel Aug 2022': '586 €', 'Réel Sep 2022': '334 €', 'Réel Oct 2022': '429 €', 'Réel Nov 2022': '339 €', 'Réel Dec 2022': '62 €', 'Réel Jan 2023': '485 €', 'Réel Feb 2023': '745 €', 'Réel Mar 2023': '351 €', 'Réel Apr 2023': '419 €', 'Réel May 2023': '301 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '711 €', 'Réel Aug 2023': '498 €', 'Réel Sep 2023': '533 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '316 €', 'Réel Jan 2024': '323 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '238 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '397 €', 'Réel Jul 2024': '1046 €', 'Réel Aug 2024': '135 €', 'Réel Sep 2024': '611 €', 'Réel Oct 2024': '302 €', 'Réel Nov 2024': '130 €', 'Réel Dec 2024': '169 €', 'Budget Jan 2025': '330 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '243 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '406 €', 'Budget Jul 2025': '1070 €', 'Budget Aug 2025': '138 €', 'Budget Sep 2025': '625 €', 'Budget Oct 2025': '309 €', 'Budget Nov 2025': '133 €', 'Budget Dec 2025': '348 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '278 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '376 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '650 €', 'Prévision Sep 2025': '625 €', 'Prévision Oct 2025': '309 €', 'Prévision Nov 2025': '133 €', 'Prévision Dec 2025': '348 €', 'Budget Jan 2026': '211 €', 'Budget Feb 2026': '190 €', 'Budget Mar 2026': '206 €', 'Budget Apr 2026': '198 €', 'Budget May 2026': '204 €', 'Budget Jun 2026': '202 €', 'Budget Jul 2026': '204 €', 'Budget Aug 2026': '206 €', 'Budget Sep 2026': '199 €', 'Budget Oct 2026': '207 €', 'Budget Nov 2026': '200 €', 'Budget Dec 2026': '209 €'}"
Charge,2.8.1.,Location de linge + nettoyage de linge,"{'Réel Jan 2022': '292 €', 'Réel Feb 2022': '239 €', 'Réel Mar 2022': '747 €', 'Réel Apr 2022': '274 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '432 €', 'Réel Aug 2022': '586 €', 'Réel Sep 2022': '334 €', 'Réel Oct 2022': '429 €', 'Réel Nov 2022': '339 €', 'Réel Dec 2022': '62 €', 'Réel Jan 2023': '485 €', 'Réel Feb 2023': '745 €', 'Réel Mar 2023': '351 €', 'Réel Apr 2023': '419 €', 'Réel May 2023': '301 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '711 €', 'Réel Aug 2023': '498 €', 'Réel Sep 2023': '533 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '316 €', 'Réel Jan 2024': '323 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '238 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '397 €', 'Réel Jul 2024': '1046 €', 'Réel Aug 2024': '135 €', 'Réel Sep 2024': '611 €', 'Réel Oct 2024': '302 €', 'Réel Nov 2024': '130 €', 'Réel Dec 2024': '169 €', 'Budget Jan 2025': '330 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '243 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '406 €', 'Budget Jul 2025': '1070 €', 'Budget Aug 2025': '138 €', 'Budget Sep 2025': '625 €', 'Budget Oct 2025': '309 €', 'Budget Nov 2025': '133 €', 'Budget Dec 2025': '348 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '278 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '376 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '650 €', 'Prévision Sep 2025': '625 €', 'Prévision Oct 2025': '309 €', 'Prévision Nov 2025': '133 €', 'Prévision Dec 2025': '348 €', 'Budget Jan 2026': '211 €', 'Budget Feb 2026': '190 €', 'Budget Mar 2026': '206 €', 'Budget Apr 2026': '198 €', 'Budget May 2026': '204 €', 'Budget Jun 2026': '202 €', 'Budget Jul 2026': '204 €', 'Budget Aug 2026': '206 €', 'Budget Sep 2026': '199 €', 'Budget Oct 2026': '207 €', 'Budget Nov 2026': '200 €', 'Budget Dec 2026': '209 €'}"
Charge,2.9.,FOURNITURES D'EXPLOITATION,"{'Réel Jan 2022': '4460 €', 'Réel Feb 2022': '197 €', 'Réel Mar 2022': '7062 €', 'Réel Apr 2022': '713 €', 'Réel May 2022': '1038 €', 'Réel Jun 2022': '5 €', 'Réel Jul 2022': '4146 €', 'Réel Aug 2022': '72 €', 'Réel Sep 2022': '1830 €', 'Réel Oct 2022': '331 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '3535 €', 'Réel Feb 2023': '1769 €', 'Réel Mar 2023': '488 €', 'Réel Apr 2023': '1583 €', 'Réel May 2023': '3930 €', 'Réel Jun 2023': '264 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '1709 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '32 €', 'Réel Jan 2024': '1130 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '442 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '606 €', 'Réel Oct 2024': '843 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '1124 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '440 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '603 €', 'Budget Oct 2025': '780 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '332 €', 'Prévision Feb 2025': '570 €', 'Prévision Mar 2025': '524 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '1103 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '840 €', 'Prévision Sep 2025': '1103 €', 'Prévision Oct 2025': '780 €', 'Prévision Nov 2025': '1100 €', 'Prévision Dec 2025': '700 €', 'Budget Jan 2026': '339 €', 'Budget Feb 2026': '582 €', 'Budget Mar 2026': '534 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '1125 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '1115 €', 'Budget Oct 2026': '796 €', 'Budget Nov 2026': '1100 €', 'Budget Dec 2026': '700 €'}"
Charge,2.9.1.,Produits et matériel d'entretien,"{'Réel Jan 2022': '2967 €', 'Réel Feb 2022': '14 €', 'Réel Mar 2022': '1822 €', 'Réel Apr 2022': '713 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '810 €', 'Réel Aug 2022': '72 €', 'Réel Sep 2022': '1830 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '2368 €', 'Réel Feb 2023': '1769 €', 'Réel Mar 2023': '488 €', 'Réel Apr 2023': '388 €', 'Réel May 2023': '3118 €', 'Réel Jun 2023': '96 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '1417 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '1130 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '442 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '606 €', 'Réel Oct 2024': '784 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '1124 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '440 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '603 €', 'Budget Oct 2025': '780 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '160 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '840 €', 'Prévision Sep 2025': '603 €', 'Prévision Oct 2025': '780 €', 'Prévision Nov 2025': '600 €', 'Prévision Dec 2025': '700 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '163 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '615 €', 'Budget Oct 2026': '796 €', 'Budget Nov 2026': '600 €', 'Budget Dec 2026': '700 €'}"
Charge,2.9.3.,Vaisselle logement et cafétaria,"{'Réel Jan 2022': '1493 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '1150 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '1038 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '728 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '331 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1166 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '1196 €', 'Réel May 2023': '812 €', 'Réel Jun 2023': '168 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '292 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.9.3.2.,Vaisselle,"{'Réel Jan 2022': '1493 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '1150 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '1038 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '728 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '331 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '1166 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '1196 €', 'Réel May 2023': '812 €', 'Réel Jun 2023': '168 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '292 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.9.5.,Achat petit équip. et fourn. / charges diverses d'exploit,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '183 €', 'Réel Mar 2022': '4090 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '5 €', 'Réel Jul 2022': '2608 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '32 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '59 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '332 €', 'Prévision Feb 2025': '570 €', 'Prévision Mar 2025': '524 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '943 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '500 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '339 €', 'Budget Feb 2026': '582 €', 'Budget Mar 2026': '534 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '962 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '500 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
Charge,2.9.5.4.,Achat - charges diverses d'exploitation,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '183 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '5 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '32 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '59 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '332 €', 'Prévision Feb 2025': '570 €', 'Prévision Mar 2025': '524 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '943 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '500 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '339 €', 'Budget Feb 2026': '582 €', 'Budget Mar 2026': '534 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '962 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '500 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
Charge,2.9.5.7.,Divers matériel et mobilier,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '4090 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '2608 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.10.,ACHAT ALIMENTAIRE PDJ,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.,"LOCATIONS, HONORAIRES, SACEM ET TV","{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '177 €', 'Réel Mar 2022': '3244 €', 'Réel Apr 2022': '6 €', 'Réel May 2022': '2518 €', 'Réel Jun 2022': '54 €', 'Réel Jul 2022': '1145 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '-1711 €', 'Réel Oct 2022': '208 €', 'Réel Nov 2022': '143 €', 'Réel Dec 2022': '534 €', 'Réel Jan 2023': '290 €', 'Réel Feb 2023': '795 €', 'Réel Mar 2023': '444 €', 'Réel Apr 2023': '943 €', 'Réel May 2023': '631 €', 'Réel Jun 2023': '60 €', 'Réel Jul 2023': '127 €', 'Réel Aug 2023': '165 €', 'Réel Sep 2023': '253 €', 'Réel Oct 2023': '1245 €', 'Réel Nov 2023': '2990 €', 'Réel Dec 2023': '671 €', 'Réel Jan 2024': '144 €', 'Réel Feb 2024': '612 €', 'Réel Mar 2024': '701 €', 'Réel Apr 2024': '809 €', 'Réel May 2024': '321 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '712 €', 'Réel Aug 2024': '75 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '1272 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '2056 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '2056 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '383 €', 'Budget Jul 2025': '2788 €', 'Budget Aug 2025': '2265 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '2319 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '1175 €', 'Prévision Feb 2025': '880 €', 'Prévision Mar 2025': '644 €', 'Prévision Apr 2025': '4949 €', 'Prévision May 2025': '706 €', 'Prévision Jun 2025': '-31 €', 'Prévision Jul 2025': '714 €', 'Prévision Aug 2025': '362 €', 'Prévision Sep 2025': '1000 €', 'Prévision Oct 2025': '2319 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '1223 €', 'Budget Feb 2026': '897 €', 'Budget Mar 2026': '657 €', 'Budget Apr 2026': '7076 €', 'Budget May 2026': '720 €', 'Budget Jun 2026': '-54 €', 'Budget Jul 2026': '728 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '1000 €', 'Budget Oct 2026': '2365 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
