groupe,code_h,ligne,valeurs
Charge,2.12.2.,Location immobilière (parking),"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '2028 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.2.1.,Location Immobilières,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '2028 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.3.,Honoraire contentieux Gestion,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '177 €', 'Réel Mar 2022': '1271 €', 'Réel Apr 2022': '6 €', 'Réel May 2022': '2518 €', 'Réel Jun 2022': '1040 €', 'Réel Jul 2022': '159 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '262 €', 'Réel Oct 2022': '208 €', 'Réel Nov 2022': '143 €', 'Réel Dec 2022': '534 €', 'Réel Jan 2023': '290 €', 'Réel Feb 2023': '795 €', 'Réel Mar 2023': '444 €', 'Réel Apr 2023': '943 €', 'Réel May 2023': '597 €', 'Réel Jun 2023': '60 €', 'Réel Jul 2023': '127 €', 'Réel Aug 2023': '165 €', 'Réel Sep 2023': '253 €', 'Réel Oct 2023': '1245 €', 'Réel Nov 2023': '2990 €', 'Réel Dec 2023': '671 €', 'Réel Jan 2024': '144 €', 'Réel Feb 2024': '612 €', 'Réel Mar 2024': '701 €', 'Réel Apr 2024': '809 €', 'Réel May 2024': '321 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '746 €', 'Réel Aug 2024': '75 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '1272 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '2056 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '2056 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '383 €', 'Budget Jul 2025': '2788 €', 'Budget Aug 2025': '2265 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '2319 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '1175 €', 'Prévision Feb 2025': '880 €', 'Prévision Mar 2025': '644 €', 'Prévision Apr 2025': '1058 €', 'Prévision May 2025': '706 €', 'Prévision Jun 2025': '-31 €', 'Prévision Jul 2025': '714 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '1000 €', 'Prévision Oct 2025': '2319 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '1199 €', 'Budget Feb 2026': '897 €', 'Budget Mar 2026': '657 €', 'Budget Apr 2026': '1079 €', 'Budget May 2026': '720 €', 'Budget Jun 2026': '-32 €', 'Budget Jul 2026': '728 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '1000 €', 'Budget Oct 2026': '2365 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.3.1.,Honoraire - juridiques et contentieux,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '177 €', 'Réel Mar 2022': '771 €', 'Réel Apr 2022': '6 €', 'Réel May 2022': '18 €', 'Réel Jun 2022': '1027 €', 'Réel Jul 2022': '159 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '262 €', 'Réel Oct 2022': '208 €', 'Réel Nov 2022': '143 €', 'Réel Dec 2022': '500 €', 'Réel Jan 2023': '290 €', 'Réel Feb 2023': '795 €', 'Réel Mar 2023': '444 €', 'Réel Apr 2023': '918 €', 'Réel May 2023': '606 €', 'Réel Jun 2023': '43 €', 'Réel Jul 2023': '67 €', 'Réel Aug 2023': '165 €', 'Réel Sep 2023': '253 €', 'Réel Oct 2023': '1230 €', 'Réel Nov 2023': '2990 €', 'Réel Dec 2023': '654 €', 'Réel Jan 2024': '144 €', 'Réel Feb 2024': '612 €', 'Réel Mar 2024': '701 €', 'Réel Apr 2024': '809 €', 'Réel May 2024': '321 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '728 €', 'Réel Aug 2024': '75 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '1272 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '206 €', 'Prévision Feb 2025': '880 €', 'Prévision Mar 2025': '644 €', 'Prévision Apr 2025': '1058 €', 'Prévision May 2025': '706 €', 'Prévision Jun 2025': '457 €', 'Prévision Jul 2025': '226 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '1000 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '500 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '210 €', 'Budget Feb 2026': '897 €', 'Budget Mar 2026': '657 €', 'Budget Apr 2026': '1079 €', 'Budget May 2026': '720 €', 'Budget Jun 2026': '467 €', 'Budget Jul 2026': '230 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '1000 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '500 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.3.2.,Honoraire - divers,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '500 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '2500 €', 'Réel Jun 2022': '13 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '34 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '25 €', 'Réel May 2023': '-9 €', 'Réel Jun 2023': '17 €', 'Réel Jul 2023': '61 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '15 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '17 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '18 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '2056 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '2056 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '383 €', 'Budget Jul 2025': '2788 €', 'Budget Aug 2025': '2265 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '2319 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '969 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '-489 €', 'Prévision Jul 2025': '489 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '2319 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '989 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '-498 €', 'Budget Jul 2026': '498 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '2365 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.5.,Sacem,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '33 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '-33 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '25 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '-22 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.6.,Redevance audio-visuelle,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '1973 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '-986 €', 'Réel Jul 2022': '986 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '-1973 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.12.8.,Sous-traitance générale,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '3891 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '362 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '3969 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.13.,DEPLACEMENT ET MISSION,"{'Réel Jan 2022': '85 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '202 €', 'Réel Apr 2022': '202 €', 'Réel May 2022': '216 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '73 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '128 €', 'Réel Jan 2023': '104 €', 'Réel Feb 2023': '259 €', 'Réel Mar 2023': '222 €', 'Réel Apr 2023': '239 €', 'Réel May 2023': '252 €', 'Réel Jun 2023': '210 €', 'Réel Jul 2023': '154 €', 'Réel Aug 2023': '155 €', 'Réel Sep 2023': '67 €', 'Réel Oct 2023': '134 €', 'Réel Nov 2023': '131 €', 'Réel Dec 2023': '144 €', 'Réel Jan 2024': '133 €', 'Réel Feb 2024': '78 €', 'Réel Mar 2024': '128 €', 'Réel Apr 2024': '108 €', 'Réel May 2024': '76 €', 'Réel Jun 2024': '195 €', 'Réel Jul 2024': '87 €', 'Réel Aug 2024': '17 €', 'Réel Sep 2024': '176 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '108 €', 'Réel Dec 2024': '14 €', 'Budget Jan 2025': '212 €', 'Budget Feb 2025': '206 €', 'Budget Mar 2025': '235 €', 'Budget Apr 2025': '321 €', 'Budget May 2025': '350 €', 'Budget Jun 2025': '298 €', 'Budget Jul 2025': '268 €', 'Budget Aug 2025': '158 €', 'Budget Sep 2025': '271 €', 'Budget Oct 2025': '66 €', 'Budget Nov 2025': '304 €', 'Budget Dec 2025': '435 €', 'Prévision Jan 2025': '122 €', 'Prévision Feb 2025': '63 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '104 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '120 €', 'Prévision Jul 2025': '64 €', 'Prévision Aug 2025': '53 €', 'Prévision Sep 2025': '271 €', 'Prévision Oct 2025': '66 €', 'Prévision Nov 2025': '304 €', 'Prévision Dec 2025': '435 €', 'Budget Jan 2026': '124 €', 'Budget Feb 2026': '64 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '106 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '122 €', 'Budget Jul 2026': '66 €', 'Budget Aug 2026': '54 €', 'Budget Sep 2026': '277 €', 'Budget Oct 2026': '67 €', 'Budget Nov 2026': '311 €', 'Budget Dec 2026': '444 €'}"
Charge,2.14.,PUBLICITE,"{'Réel Jan 2022': '1332 €', 'Réel Feb 2022': '132 €', 'Réel Mar 2022': '387 €', 'Réel Apr 2022': '202 €', 'Réel May 2022': '169 €', 'Réel Jun 2022': '-17 €', 'Réel Jul 2022': '868 €', 'Réel Aug 2022': '29 €', 'Réel Sep 2022': '64 €', 'Réel Oct 2022': '464 €', 'Réel Nov 2022': '623 €', 'Réel Dec 2022': '509 €', 'Réel Jan 2023': '1031 €', 'Réel Feb 2023': '97 €', 'Réel Mar 2023': '390 €', 'Réel Apr 2023': '41 €', 'Réel May 2023': '96 €', 'Réel Jun 2023': '-115 €', 'Réel Jul 2023': '700 €', 'Réel Aug 2023': '148 €', 'Réel Sep 2023': '143 €', 'Réel Oct 2023': '21 €', 'Réel Nov 2023': '75 €', 'Réel Dec 2023': '277 €', 'Réel Jan 2024': '1060 €', 'Réel Feb 2024': '218 €', 'Réel Mar 2024': '167 €', 'Réel Apr 2024': '3 €', 'Réel May 2024': '42 €', 'Réel Jun 2024': '234 €', 'Réel Jul 2024': '802 €', 'Réel Aug 2024': '81 €', 'Réel Sep 2024': '141 €', 'Réel Oct 2024': '74 €', 'Réel Nov 2024': '168 €', 'Réel Dec 2024': '20 €', 'Budget Jan 2025': '443 €', 'Budget Feb 2025': '443 €', 'Budget Mar 2025': '443 €', 'Budget Apr 2025': '443 €', 'Budget May 2025': '443 €', 'Budget Jun 2025': '443 €', 'Budget Jul 2025': '443 €', 'Budget Aug 2025': '443 €', 'Budget Sep 2025': '443 €', 'Budget Oct 2025': '448 €', 'Budget Nov 2025': '448 €', 'Budget Dec 2025': '448 €', 'Prévision Jan 2025': '99 €', 'Prévision Feb 2025': '504 €', 'Prévision Mar 2025': '110 €', 'Prévision Apr 2025': '146 €', 'Prévision May 2025': '216 €', 'Prévision Jun 2025': '600 €', 'Prévision Jul 2025': '448 €', 'Prévision Aug 2025': '406 €', 'Prévision Sep 2025': '282 €', 'Prévision Oct 2025': '63 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '674 €', 'Budget Feb 2026': '674 €', 'Budget Mar 2026': '674 €', 'Budget Apr 2026': '674 €', 'Budget May 2026': '675 €', 'Budget Jun 2026': '675 €', 'Budget Jul 2026': '676 €', 'Budget Aug 2026': '676 €', 'Budget Sep 2026': '668 €', 'Budget Oct 2026': '668 €', 'Budget Nov 2026': '668 €', 'Budget Dec 2026': '668 €'}"
Charge,2.14.1.,Publicité locale (résidence),"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '74 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '28 €', 'Réel Jan 2024': '71 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '4 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '282 €', 'Prévision Oct 2025': '63 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
